"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0032637","interleukin-8 production","29/3706","80/17913",0.000935735552707689,0.0176148618814327,0.0156991422284237,"BCL3/IL10/TLR2/NOD2/PTPRC/PTPN22/IL1B/CHI3L1/CD244/LBP/CRP/TLR4/NOD1/CD33/CD58/TLR1/LEP/BPI/PRKD2/ANXA1/CD2/FCN1/MYD88/AFAP1L2/SERPINE1/TLR8/HSPA1A/TLR3/LILRA2",29
"BP","GO:1903522","regulation of blood circulation","83/3706","292/17913",0.000939927612812083,0.0176395004146758,0.0157211011765147,"CSRP3/MYH7/TNNT2/TNNI3/MYL2/EDN1/ITPR1/EDN3/HRH2/P2RX1/CACNB3/CXADR/ADM/ZC3H12A/RGS2/ADA/GCH1/FLNA/ACE/SCN4B/RYR2/SMTNL1/IL2/TAC1/CACNA1G/SUMO1/ITPR3/EDN2/KCNK15/RNLS/SPTBN4/MYL3/NMU/KCND3/LEP/CACNG4/DLG1/SMAD7/DSG2/KCNE3/MYH6/JAK2/KCNK6/CASR/CHRM2/CACNG2/TBX2/HBEGF/TGFB2/TMEM38B/FXYD2/CD38/SCN1B/ATP1B2/KCNJ5/ATP2A3/CELF2/KCNQ1/TPM1/HCN4/CALM1/ATP2A1/KCNIP4/SPX/DBH/KCNE1/ECE1/MDM2/SCN2B/PIK3CG/CACNA1C/CACNA1D/CACNA1H/TH/ZMPSTE24/SREBF1/NOS1AP/GAA/TMEM38A/AGER/ICAM1/DSP/MEF2A",83
"BP","GO:0002720","positive regulation of cytokine production involved in immune response","21/3706","52/17913",0.000944646760001935,0.0176738497788741,0.0157517148456785,"NOD2/XCL1/IL18R1/FCER1G/IL6/IL1B/DDX21/TLR4/HLA-G/IL1R1/SEMA7A/HLA-F/RAET1G/PRKCZ/CD74/B2M/FFAR3/SPON2/HLA-E/CD160/CD81",21
"BP","GO:0003015","heart process","81/3706","284/17913",0.000964236041181778,0.0179853539632626,0.0160293411210578,"CSRP3/MYH7/TNNT2/TNNI3/MYL2/MYL1/EDN1/ITPR1/MYBPC3/EDN3/CACNB3/CXADR/CXCR4/ADM/ZC3H12A/RGS2/ADA/GCH1/FLNA/ACE/FGF12/SCN4B/RYR2/IL2/TAC1/CACNA1G/SUMO1/ITPR3/EDN2/KCNK15/RNLS/SPTBN4/MYL3/NOX4/NMU/KCND3/CACNG4/DLG1/SMAD7/DSG2/KCNE3/MYH6/JAK2/KCNK6/CHRM2/CACNG2/PPP1R13L/TBX2/HBEGF/TGFB2/TMEM38B/FXYD2/SCN1B/ATP1B2/KCNJ5/ATP2A3/CELF2/KCNQ1/TPM1/HCN4/CALM1/ATP2A1/KCNIP4/SPX/KCNE1/MDM2/SCN2B/PIK3CG/CACNA1C/CACNA1D/CACNA1H/TH/AKAP13/ZMPSTE24/SREBF1/NOS1AP/GAA/TMEM38A/ACTC1/DSP/MEF2A",81
"BP","GO:0046578","regulation of Ras protein signal transduction","64/3706","215/17913",0.000978539756507635,0.0181966754720782,0.0162176801750426,"CDC42SE1/PLEKHG2/ARHGEF12/IGF1/GPR55/CYTH2/FGF10/MYO9B/STK19/PLEKHG4B/BCL6/CSF1/CUL3/SSX2IP/RASGRP1/KCTD13/MAP4K4/PLEKHG1/KALRN/ARHGEF1/KIF14/NTRK1/NGEF/CYTH1/FOXM1/TIAM2/JAK2/NET1/RDX/TGFB2/APOE/CYTH3/RTN4R/ARHGAP35/VAV2/ARFGEF1/MET/LYN/OGT/FGD4/MAPKAP1/SHC1/DENND4B/RASA3/STMN3/ABL2/ARHGEF37/RASA4B/ARHGEF38/VAV3/FBP1/AUTS2/KANK1/LZTR1/FGD3/AKAP13/TRIO/EPHB2/RASA2/RASGRP4/ARF6/APOA1/FBXO8/ABR",64
"BP","GO:0030330","DNA damage response, signal transduction by p53 class mediator","36/3706","106/17913",0.000993281974332038,0.0184148458150406,0.0164121232122487,"CDKN1A/BCL3/PMAIP1/MUC1/TWIST1/CDK2/BATF/CNOT7/SP100/MDM4/CNOT9/PYHIN1/CNOT8/TFDP1/FOXM1/BTG2/CD74/KMT5A/HIPK2/RPS6KA6/PTTG1IP/BAX/ARID3A/MDM2/TNKS1BP1/CNOT6/GADD45A/CDC25C/DDX5/CNOT6L/USP10/ZMPSTE24/SFN/ACER2/PLK3/MSX1",36
"BP","GO:0030890","positive regulation of B cell proliferation","17/3706","39/17913",0.00103257167974003,0.0190279323393058,0.016958532977341,"CDKN1A/BCL2/NCKAP1L/PTPRC/PELI1/ADA/TLR4/BCL6/GPR183/IL2/IL7/CD74/CD38/ATAD5/VAV3/CLCF1/CD81",17
"BP","GO:0042269","regulation of natural killer cell mediated cytotoxicity","17/3706","39/17913",0.00103257167974003,0.0190279323393058,0.016958532977341,"IL18RAP/CEACAM1/HAVCR2/SLAMF6/SH2D1A/HLA-G/LAG3/SERPINB9/KLRK1/RASGRP1/HLA-F/LEP/CRTAM/CD226/HLA-E/RAET1E/CD160",17
"BP","GO:0030195","negative regulation of blood coagulation","20/3706","49/17913",0.0010584955087741,0.0194470736416814,0.0173320902021489,"THBS1/PLAUR/EDN1/ABAT/CEACAM1/PROS1/PDGFA/SERPING1/GP1BA/PDGFRA/TFPI/ADAMTS18/USF1/ALOX12/SERPINF2/APOE/C1QTNF1/SERPINE1/F12/KRT1",20
"BP","GO:0045060","negative thymic T cell selection","7/3706","10/17913",0.0010681478094987,0.0194491913646221,0.0173339776102859,"CCR7/DOCK2/PTPRC/ZAP70/CD28/CD3E/CD74",7
"BP","GO:0051231","spindle elongation","7/3706","10/17913",0.0010681478094987,0.0194491913646221,0.0173339776102859,"KIF23/AURKC/PRC1/MAP10/KIF4A/RACGAP1/AURKB",7
"BP","GO:0051255","spindle midzone assembly","7/3706","10/17913",0.0010681478094987,0.0194491913646221,0.0173339776102859,"KIF23/AURKC/MAP10/KIF4A/RACGAP1/CCDC69/AURKB",7
"BP","GO:0046660","female sex differentiation","38/3706","114/17913",0.00108904751450412,0.0197708982009976,0.0176206969393451,"BCL2/STRA6/FANCA/RETN/LRP2/GDF9/MMP19/DMRTA1/EREG/ARID5B/KIT/FGF10/EIF2B5/PDGFRA/ZP3/CYP19A1/BMPR1B/FOXC1/LEP/UMODL1/MMP14/MERTK/INHBB/PTPRN/PTX3/PCYT1B/EIF2B4/IDH1/CEBPB/ADAMTS1/BAX/LFNG/AXL/AMH/LHX8/ADCYAP1R1/ICAM1/NUP107",38
"BP","GO:0050871","positive regulation of B cell activation","26/3706","70/17913",0.00111490953617141,0.0201342887801739,0.0179445666594347,"CDKN1A/BCL2/NOD2/NCKAP1L/PTPRC/IL6/TBX21/PELI1/ADA/TLR4/MAD2L2/BCL6/GPR183/IL2/ATP11C/IL7/CD28/MMP14/CD74/STAT6/CD38/ATAD5/VAV3/TNIP2/CLCF1/CD81",26
"BP","GO:0002755","MyD88-dependent toll-like receptor signaling pathway","16/3706","36/17913",0.00111893726467132,0.0201342887801739,0.0179445666594347,"TLR2/IRAK2/IRF1/CD300LF/IRAK4/TLR4/UBC/LY96/IRAK3/TLR10/TLR1/CD300A/MYD88/HSPD1/IRF7/TLR8",16
"BP","GO:0070670","response to interleukin-4","16/3706","36/17913",0.00111893726467132,0.0201342887801739,0.0179445666594347,"IL24/NFIL3/XCL1/IL4R/IL2RG/LEF1/PTPN2/CD300LF/JAK3/ARG1/PARP14/ALAD/STAT6/RUFY4/RPS2/TUBA1B",16
"BP","GO:0046637","regulation of alpha-beta T cell differentiation","24/3706","63/17913",0.00113222012667946,0.0203135564076978,0.0181043378799186,"RUNX1/IRF4/NCKAP1L/RARA/IL4R/TBX21/NFKBIZ/ZC3H12A/CD86/RUNX3/ADA/JAK3/BCL6/IL2/IL27/NFKBID/ZAP70/SMAD7/PRKCZ/ANXA1/PNP/SOCS5/RIPK2/NKAP",24
"BP","GO:0032755","positive regulation of interleukin-6 production","29/3706","81/17913",0.00117345878106593,0.0209918737501795,0.018708884228752,"TLR2/LILRB2/NOD2/STAT3/FCER1G/IL6/TWIST1/IL1B/EREG/LILRA5/LBP/AIF1/TLR4/NOD1/IL1RAP/TYROBP/TLR1/ISL1/MYD88/IL1RL2/HSPD1/SPON2/TLR8/RIPK2/TLR3/CARD9/LILRA2/IL6R/AGER",29
"BP","GO:0051092","positive regulation of NF-kappaB transcription factor activity","47/3706","149/17913",0.00117871848194862,0.0210196703829127,0.0187336578144712,"TLR2/GREM1/NOD2/STAT3/ITGB2/IL18R1/IRAK2/TRAF1/IL18RAP/PRKCQ/IL1B/TRIM38/S100A9/NFKB2/TLR4/NOD1/TRIM22/UBC/IRAK3/CARD14/S100A8/IL1RAP/ERC1/NLRC4/NTRK1/ADAM8/ALK/TRIM37/RELA/PRKCZ/PRKD2/MTPN/PRDX3/TRIM14/MYD88/TRIM52/EDA2R/RIPK2/HSPA1A/CD40LG/IKBKB/TLR3/AMH/AIM2/CAPN3/AGER/ICAM1",47
"BP","GO:0061614","pri-miRNA transcription by RNA polymerase II","19/3706","46/17913",0.00118188404899019,0.0210196703829127,0.0187336578144712,"IL10/SPI1/STAT3/HIF1A/NFATC4/FOSL1/NGFR/BMPR1A/RELA/SOX9/LILRB4/TGFB2/ETS1/PPARA/GNL3/DDX5/ATOH8/TERT/PRL",19
"BP","GO:0008016","regulation of heart contraction","72/3706","249/17913",0.0011954240678779,0.0211988534703682,0.0188933536891153,"CSRP3/MYH7/TNNT2/TNNI3/MYL2/EDN1/ITPR1/EDN3/CACNB3/CXADR/ADM/ZC3H12A/RGS2/ADA/GCH1/FLNA/SCN4B/RYR2/IL2/TAC1/CACNA1G/SUMO1/ITPR3/EDN2/KCNK15/RNLS/SPTBN4/MYL3/NMU/KCND3/CACNG4/DLG1/SMAD7/DSG2/KCNE3/MYH6/JAK2/KCNK6/CHRM2/CACNG2/TBX2/HBEGF/TGFB2/TMEM38B/FXYD2/SCN1B/ATP1B2/KCNJ5/ATP2A3/CELF2/KCNQ1/TPM1/HCN4/CALM1/ATP2A1/KCNIP4/SPX/KCNE1/MDM2/SCN2B/PIK3CG/CACNA1C/CACNA1D/CACNA1H/TH/ZMPSTE24/SREBF1/NOS1AP/GAA/TMEM38A/DSP/MEF2A",72
"BP","GO:0030193","regulation of blood coagulation","27/3706","74/17913",0.00123448093213152,0.0218281917421406,0.0194542477287535,"THBS1/PLAUR/PLEK/EDN1/ABAT/CEACAM1/PRKCQ/PROS1/PDGFA/SERPING1/TLR4/GP1BA/PDGFRA/TFPI/ADAMTS18/USF1/ALOX12/FOXA2/SERPINF2/APOE/C1QTNF1/LYN/SERPINE1/TEC/PRDX2/F12/KRT1",27
"BP","GO:0007265","Ras protein signal transduction","90/3706","324/17913",0.00129340030959929,0.0227070787121617,0.0202375505805126,"CDKN1A/CDC42SE1/PLEKHG2/ARHGEF12/IGF1/DOK2/GPR55/CDK2/AIF1/CYTH2/RAP2C/FGF10/CCNA2/MYO9B/NGFR/STK19/PLEKHG4B/BCL6/CSF1/CUL3/SSX2IP/RASGRP1/RASSF1/KCTD13/PHACTR4/MAP4K4/PLEKHG1/KALRN/ARHGEF1/HACD3/KSR1/KIF14/SHC2/NTRK1/NGEF/CYTH1/ARHGAP6/FOXM1/EPS8/GDI1/TIAM2/JAK2/NET1/GPSM2/RDX/RHOB/TGFB2/APOE/CYTH3/RTN4R/ARHGAP35/VAV2/ARFGEF1/MET/LYN/OGT/FGD4/MAPKAP1/SHC1/DENND4B/RASA3/CDKN2A/STMN3/GRAP2/ABL2/G3BP2/ARHGEF37/RASA4B/ARHGEF38/VAV3/FBP1/ELMO1/AUTS2/KANK1/LZTR1/FGD3/DOK3/AKAP13/TRIO/EPHB2/RASA2/RASGRP4/RAP1B/DNMT1/ARF6/NISCH/APOA1/FBXO8/ABR/ARHGAP5",90
"BP","GO:0035743","CD4-positive, alpha-beta T cell cytokine production","11/3706","21/17913",0.0012953204430442,0.0227070787121617,0.0202375505805126,"XCL1/IL18R1/IL18RAP/IL6/TBX21/IL1B/IL1R1/ARG1/CD55/PRKCZ/CD81",11
"BP","GO:0060396","growth hormone receptor signaling pathway","11/3706","21/17913",0.0012953204430442,0.0227070787121617,0.0202375505805126,"STAT3/JAK3/PTPN1/STAT5A/JAK2/SOCS2/LYN/PRLR/PTK2/MBD5/PRL",11
"BP","GO:0043300","regulation of leukocyte degranulation","18/3706","43/17913",0.00131400578800346,0.0227843593730302,0.0203064265157682,"ITGB2/IL4R/CEACAM1/FCER1G/FGR/ADGRE2/CD84/HLA-F/CCR2/GAB2/ITGAM/CD300A/HMOX1/SNX4/CD177/LYN/UNC13D/ABR",18
"BP","GO:0046640","regulation of alpha-beta T cell proliferation","13/3706","27/17913",0.00131462550812025,0.0227843593730302,0.0203064265157682,"EBI3/XCL1/PTPRC/IRF1/CCR2/ZAP70/CD55/CD28/CD3E/TWSG1/RIPK2/HLA-E/CD81",13
"BP","GO:1902624","positive regulation of neutrophil migration","13/3706","27/17913",0.00131462550812025,0.0227843593730302,0.0203064265157682,"EDN1/NCKAP1L/XCL1/CCR7/LBP/IL1R1/ADAM8/C5AR1/CD74/MOSPD2/C3AR1/CAMK1D/THBS4",13
"BP","GO:2000515","negative regulation of CD4-positive, alpha-beta T cell activation","13/3706","27/17913",0.00131462550812025,0.0227843593730302,0.0203064265157682,"RUNX1/XCL1/IL4R/TBX21/ZC3H12A/RUNX3/JAK3/BCL6/IL2/SMAD7/ANXA1/SOCS5/TWSG1",13
"BP","GO:0045954","positive regulation of natural killer cell mediated cytotoxicity","12/3706","24/17913",0.00132892425382593,0.02296711464663,0.0204693060803399,"IL18RAP/SLAMF6/SH2D1A/LAG3/KLRK1/RASGRP1/HLA-F/CRTAM/CD226/HLA-E/RAET1E/CD160",12
"BP","GO:0032611","interleukin-1 beta production","32/3706","93/17913",0.00144580902910259,0.0249167877184498,0.0222069407583438,"IFI16/NOD2/CCR7/GBP5/IGF1/IL1B/TNFAIP3/ZC3H12A/LILRA5/TLR4/NOD1/TREM2/TYROBP/CD33/ACP5/NLRC4/ORM2/ORM1/JAK2/ISL1/MEFV/USP50/SUCNR1/SERPINB1/ERRFI1/TLR8/RIPK2/NLRP7/LILRA2/AIM2/APOA1/AGER",32
"BP","GO:0045576","mast cell activation","22/3706","57/17913",0.00146840493944187,0.0252351163469252,0.0224906492794468,"RHOH/PLSCR1/IL4R/FCER1G/FGR/LCP2/ADGRE2/KIT/CD300LF/CD84/PIK3CD/RASGRP1/GAB2/CNR2/CD300A/MILR1/HMOX1/CD226/SNX4/LYN/UNC13D/PIK3CG",22
"BP","GO:0042770","signal transduction in response to DNA damage","42/3706","131/17913",0.00147262480598005,0.0252367466750306,0.0224921022997985,"CDKN1A/BCL3/PMAIP1/MUC1/TWIST1/CDK2/MAD2L2/BATF/CNOT7/SP100/MDM4/CNOT9/PYHIN1/CNOT8/TFDP1/FOXM1/BTG2/CD74/UIMC1/KMT5A/BRCC3/HIPK2/RPS6KA6/PTTG1IP/BAX/CDC14B/ARID3A/MDM2/TNKS1BP1/CNOT6/GADD45A/CDC25C/DDX5/ATAD5/CNOT6L/USP10/PLK1/ZMPSTE24/SFN/ACER2/PLK3/MSX1",42
"BP","GO:0061041","regulation of wound healing","45/3706","143/17913",0.00156168958908788,0.026650858835601,0.0237524214601285,"CDKN1A/THBS1/PLAUR/PLEK/EDN1/ABAT/CXCR4/CEACAM1/PRKCQ/PROS1/PDGFA/SERPING1/TNFAIP3/TLR4/GP1BA/PDGFRA/TFPI/ADAMTS18/USF1/ALOX12/TNFRSF12A/FOXA2/SERPINF2/MIR590/INSL3/HBEGF/ANXA1/PLPP3/APOE/C1QTNF1/PHLDB2/AJAP1/ARFGEF1/LYN/SERPINE1/MYLK/HMGCR/TEC/DUOX2/PRDX2/KANK1/F12/CAPN3/KRT1/AGER",45
"BP","GO:0060397","JAK-STAT cascade involved in growth hormone signaling pathway","8/3706","13/17913",0.00156752438110952,0.026650858835601,0.0237524214601285,"STAT3/JAK3/PTPN1/STAT5A/JAK2/LYN/PRLR/PRL",8
"BP","GO:0032602","chemokine production","30/3706","86/17913",0.00156821006551428,0.026650858835601,0.0237524214601285,"IL10/TLR2/IL1RL1/IL4R/IL6/HAVCR2/TWIST1/IL1B/HIF1A/LBP/S100A9/AIF1/TLR4/ALOX15B/TREM2/S100A8/HMOX1/IL7/MIR590/CD74/ADAM17/MEFV/APOD/FFAR3/SOCS5/RIPK2/TLR3/IL6R/LRP1/AGER",30
"BP","GO:0032663","regulation of interleukin-2 production","21/3706","54/17913",0.00166917596192222,0.0282397993362712,0.0251685553520904,"RUNX1/IRF4/XCL1/PTPRC/PRKCQ/TBX21/HAVCR2/IL1B/HDAC7/TNFAIP3/CD86/LAG3/CCR2/CD28/VSIG4/CD3E/PRKD2/ANXA1/RIPK2/SPTBN1/CARD9",21
"BP","GO:0033627","cell adhesion mediated by integrin","23/3706","61/17913",0.00167093941806639,0.0282397993362712,0.0251685553520904,"NCKAP1L/MUC1/CYP1B1/ADA/ITGA5/FERMT3/SKAP1/EFNA1/SWAP70/CD3E/ADAM17/TGFB2/PIEZO1/LYN/SERPINE1/ITGB6/ADAM9/PIK3CG/LPXN/PTK2/PDE3B/ACER2/ICAM1",23
"BP","GO:0002688","regulation of leukocyte chemotaxis","35/3706","105/17913",0.00167564725074758,0.0282413495318835,0.0251699369548281,"THBS1/EDN1/CXCL17/GREM1/EDN3/NCKAP1L/XCL1/CCR7/SLC8B1/IL6/CCL2/FPR2/LBP/AIF1/CCR1/KLRK1/CXCL10/CSF1/SWAP70/CCR2/CYP19A1/EDN2/PADI2/TNFSF14/C5AR1/CD74/MOSPD2/ADAM17/C3AR1/LYN/SERPINE1/SLAMF8/CAMK1D/IL6R/THBS4",35
"BP","GO:0032642","regulation of chemokine production","28/3706","79/17913",0.00168493536656118,0.0283198751995091,0.025239922495046,"IL10/TLR2/IL1RL1/IL4R/IL6/HAVCR2/TWIST1/IL1B/HIF1A/LBP/AIF1/TLR4/ALOX15B/TREM2/HMOX1/IL7/MIR590/CD74/ADAM17/MEFV/APOD/FFAR3/SOCS5/RIPK2/TLR3/IL6R/LRP1/AGER",28
"BP","GO:0030048","actin filament-based movement","42/3706","132/17913",0.00173492156738922,0.0290801373953076,0.0259175017132695,"MYH7/TNNT2/TNNI3/MYL2/TNNI1/MYH2/MYL1/MYBPC3/ACTA1/MYBPC1/TNNT1/SUN2/ACTN2/FLNA/TPM4/MYO9B/FGF12/SCN4B/RYR2/CACNA1G/MYO1E/SUMO1/MYL3/KCND3/DLG1/DSG2/KCNE3/MYH6/SCN1B/KCNJ5/TPM3/KCNQ1/TPM1/TMOD1/KCNE1/SCN2B/CACNA1C/CACNA1D/MYL6B/NOS1AP/ACTC1/DSP",42
"BP","GO:0007229","integrin-mediated signaling pathway","32/3706","94/17913",0.00176394045086191,0.0294857586840797,0.0262790093053341,"TIMP1/ZYX/PLEK/HCK/ITGB2/CEACAM1/FCER1G/FGR/FLNA/ITGA5/FERMT3/CUL3/SEMA7A/TYROBP/PHACTR4/NEDD9/ITGAM/ITGAL/TSPAN32/MADCAM1/ITGAX/ITGA9/ITGB7/CD177/ADAMTS1/ADAM9/TEC/ITGA7/VAV3/FERMT2/PTK2/APOA1",32
"BP","GO:0002548","monocyte chemotaxis","18/3706","44/17913",0.00179869953165194,0.0299848603123884,0.0267238307011531,"CALCA/CXCL17/GREM1/IL6/CCL2/FPR2/AIF1/PTPRO/CCR1/CXCL10/LGALS3/CCR2/MOSPD2/ANXA1/LYN/SERPINE1/SLAMF8/IL6R",18
"BP","GO:0051090","regulation of DNA-binding transcription factor activity","114/3706","429/17913",0.00182203968563336,0.0302914097736546,0.0269970411086408,"IL10/TLR2/CSF3/EDN1/GREM1/GFI1/NOD2/EOMES/HCLS1/XCL1/HCK/STAT3/ITGB2/IL18R1/NODAL/IRAK2/TRAF1/IL18RAP/PRKCQ/IL6/HAVCR2/TWIST1/FANCA/IL1B/TNFAIP3/TRIM38/FOXS1/ZC3H12A/ARID5B/KIT/CYP1B1/PELI1/S100A9/NFKB2/TLR4/NOD1/FLNA/TRIM22/FOSL1/UBC/NLRC5/MAD2L2/IRAK3/FZD1/OTULIN/ESR2/CARD14/S100A8/IL1RAP/ERC1/FANCD2/SP100/NLRC4/SUMO1/RELN/FOXA2/NFKBID/NTRK1/NFKBIE/ADAM8/FZD2/PIM1/RLIM/HMOX1/ALK/EZH2/TRIM37/RELA/MAPK10/SMAD7/JAK2/PRKCZ/TBX6/SFRP5/PRKD2/MTPN/EIF2AK4/PLPP3/PRDX3/TRIM14/HIPK2/MYD88/PTGIS/TCEAL7/BMP7/TRIM52/NFAM1/EDA2R/ADGRF1/RIPK2/CDKN2A/HSPA1A/KDM5A/CD40LG/NFKBIA/ZNF431/STK3/IKBKB/TLR3/G3BP2/SMO/PRDX2/AMH/CAMK1D/SIK1/MAPK9/AIM2/ADGRG3/CRTC2/CAPN3/NWD1/C3orf33/AGER/ICAM1",114
"BP","GO:0002027","regulation of heart rate","33/3706","98/17913",0.00185280522805546,0.030719410258112,0.0273784940274634,"MYH7/EDN1/EDN3/ADM/ADA/GCH1/SCN4B/RYR2/TAC1/CACNA1G/EDN2/RNLS/SPTBN4/NMU/KCND3/DSG2/KCNE3/MYH6/SCN1B/KCNJ5/KCNQ1/TPM1/HCN4/CALM1/SPX/KCNE1/MDM2/SCN2B/CACNA1C/CACNA1D/SREBF1/NOS1AP/DSP",33
"BP","GO:0002724","regulation of T cell cytokine production","14/3706","31/17913",0.00187530871960131,0.0308473739630242,0.0274925409281439,"XCL1/IL18R1/IL6/TBX21/IL1B/TNFRSF1B/IL1R1/HLA-F/CCR2/ARG1/SMAD7/PRKCZ/B2M/CD81",14
"BP","GO:0030866","cortical actin cytoskeleton organization","14/3706","31/17913",0.00187530871960131,0.0308473739630242,0.0274925409281439,"PLEK/NCKAP1L/KIF23/FMNL1/EPB41L1/EPB41L3/DLG1/LLGL1/FMNL2/RACGAP1/IKBKB/EPB41/ARF6/STRIP1",14
"BP","GO:0002295","T-helper cell lineage commitment","9/3706","16/17913",0.0018907756188516,0.0308473739630242,0.0274925409281439,"IRF4/STAT3/IL6/TBX21/SLAMF6/LY9/BATF/STAT6/SPN",9
"BP","GO:0002830","positive regulation of type 2 immune response","9/3706","16/17913",0.0018907756188516,0.0308473739630242,0.0274925409281439,"NOD2/XCL1/RARA/IL4R/IL6/CD86/PRKCZ/CD74/CD81",9
"BP","GO:0007567","parturition","9/3706","16/17913",0.0018907756188516,0.0308473739630242,0.0274925409281439,"EDN1/NODAL/LDOC1/KALRN/MAFF/HPGD/ARNTL/CYP1A1/PTGFR",9
"BP","GO:0045623","negative regulation of T-helper cell differentiation","9/3706","16/17913",0.0018907756188516,0.0308473739630242,0.0274925409281439,"IL4R/TBX21/ZC3H12A/JAK3/BCL6/IL2/SMAD7/ANXA1/SOCS5",9
"BP","GO:0002363","alpha-beta T cell lineage commitment","10/3706","19/17913",0.00205877257278639,0.0333216153447279,0.0296976940323963,"BCL2/IRF4/STAT3/IL6/TBX21/SLAMF6/LY9/BATF/STAT6/SPN",10
"BP","GO:0002577","regulation of antigen processing and presentation","10/3706","19/17913",0.00205877257278639,0.0333216153447279,0.0296976940323963,"THBS1/LILRB2/HLA-DOB/NOD2/SLC11A1/CCR7/CD68/NOD1/TREM2/CD74",10
"BP","GO:1903392","negative regulation of adherens junction organization","10/3706","19/17913",0.00205877257278639,0.0333216153447279,0.0296976940323963,"THBS1/DUSP22/ARHGAP6/MMP14/RDX/PHLDB2/APOD/FAM107A/CORO1C/LRP1",10
"BP","GO:0071378","cellular response to growth hormone stimulus","11/3706","22/17913",0.00210941980261317,0.0340512674205471,0.0303479921609116,"STAT3/JAK3/PTPN1/STAT5A/JAK2/SOCS2/LYN/PRLR/PTK2/MBD5/PRL",11
"BP","GO:0008585","female gonad development","32/3706","95/17913",0.00214074270698216,0.0344610808088588,0.0307132359370776,"BCL2/FANCA/RETN/GDF9/MMP19/DMRTA1/EREG/ARID5B/KIT/EIF2B5/PDGFRA/ZP3/CYP19A1/BMPR1B/FOXC1/LEP/UMODL1/MMP14/INHBB/PTPRN/PTX3/PCYT1B/EIF2B4/IDH1/CEBPB/ADAMTS1/BAX/LFNG/AMH/LHX8/ICAM1/NUP107",32
"BP","GO:0032653","regulation of interleukin-10 production","19/3706","48/17913",0.00214607253811298,0.0344610808088588,0.0307132359370776,"BCL3/TLR2/IRF4/NOD2/XCL1/FCER1G/LILRA5/TLR4/JAK3/TREM2/TYROBP/TIGIT/CD28/TRIB2/PRKCZ/HSPD1/CD40LG/TNFRSF21/AGER",19
"BP","GO:0002573","myeloid leukocyte differentiation","59/3706","201/17913",0.00215721299286382,0.0345492908124106,0.0307918525848294,"MYC/RUNX1/IFI16/TLR2/CSF3/ZFP36L1/IRF4/RELB/HCLS1/SPI1/RARA/CCR7/SBNO2/LRRK1/FSTL3/CEACAM1/FCER1G/EVI2B/GPR55/OSCAR/SLC9B2/LEF1/KIT/GATA1/PTPN2/TLR4/CCR1/TREM2/PIK3CD/EIF2AK1/CSF1/GPR183/BATF/TYROBP/FBXW7/GAB2/TCIRG1/LILRB3/BATF3/CD74/LILRB4/LIF/TMEM64/TCTA/PIR/LYN/CEBPB/IRF7/IL20/LTBR/SP3/TLR3/MAFB/LRRC17/IL15/GLO1/MMP9/NKAP/CD81",59
"BP","GO:1902106","negative regulation of leukocyte differentiation","33/3706","99/17913",0.00223632972317968,0.0356780664256059,0.0317978672226284,"MYC/RUNX1/RARA/IL4R/FSTL3/CEACAM1/TBX21/GPR55/IRF1/ZC3H12A/PTPN2/RUNX3/TLR4/HLA-G/LAG3/JAK3/BCL6/IL2/FBXW7/NFKBID/SMAD7/LILRB3/CD74/LILRB4/ANXA1/TCTA/TMEM176B/SOCS5/LYN/TLR3/PRDX2/MAFB/LRRC17",33
"BP","GO:0003208","cardiac ventricle morphogenesis","26/3706","73/17913",0.00223935559127699,0.0356780664256059,0.0317978672226284,"MYH7/TNNT2/TNNI3/MYL2/TNNI1/MYBPC3/LRP2/HIF1A/RYR2/TGFBR3/MYL3/FOXC1/BMPR1A/FGFR2/SMAD7/MYH6/ISL1/PPP1R13L/TGFB2/RXRA/TBX5/TPM1/CCM2L/CPE/PTCD2/DSP",26
"BP","GO:0050921","positive regulation of chemotaxis","41/3706","130/17913",0.0023469455229416,0.0372950979463811,0.033239037071326,"THBS1/EDN1/CXCL17/EDN3/NCKAP1L/XCL1/CCR7/CXCR4/IL6/FPR2/LBP/AIF1/FGF10/CCR1/TREM2/CXCL10/CSF1/SWAP70/CCR2/S1PR1/EDN2/TNFSF14/CCR4/C5AR1/CD74/PRKD2/CASR/MOSPD2/ADAM17/IL16/MEGF8/MET/C3AR1/SUCNR1/SERPINE1/SCG2/CAMK1D/FGF18/IL6R/THBS4/AGER",41
"BP","GO:0002604","regulation of dendritic cell antigen processing and presentation","7/3706","11/17913",0.00241215954175486,0.0380350311248872,0.0338984981722468,"THBS1/NOD2/SLC11A1/CCR7/CD68/NOD1/CD74",7
"BP","GO:0045628","regulation of T-helper 2 cell differentiation","7/3706","11/17913",0.00241215954175486,0.0380350311248872,0.0338984981722468,"RARA/IL4R/CD86/BCL6/PRKCZ/ANXA1/SOCS5",7
"BP","GO:0070243","regulation of thymocyte apoptotic process","7/3706","11/17913",0.00241215954175486,0.0380350311248872,0.0338984981722468,"HIF1A/ADA/JAK3/EFNA1/NFKBID/ADAM8/RAG1",7
